SPECIES_NAME_ID,NWCA_NAME,SYMBOL,COC_reg,CREG,SCIENTIFIC_NAME,CVal,NWCA_CVAL,CVAL_final,COC_diff,Updated
23048,CORNUS ALTERNIFOLIA,COAL2,MI,MI,CORNUS ALTERNIFOLIA,5,5,5,0,
23048,CORNUS ALTERNIFOLIA,COAL2,MN,MN,,NA,7,7,NA,
23048,CORNUS ALTERNIFOLIA,COAL2,83,NY_GLHL,CORNUS ALTERNIFOLIA,7,7,7,0,
23049,CORNUS AMOMUM,COAM2,58,CT_NAAMH,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,59,CT_NCZ,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,IN,IN,CORNUS AMOMUM,10,10,10,0,
23049,CORNUS AMOMUM,COAM2,59,MA_NCZ,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,MI,MI,CORNUS AMOMUM,2,2,2,0,
23049,CORNUS AMOMUM,COAM2,MN,MN,,NA,4,4,NA,
23049,CORNUS AMOMUM,COAM2,58,NH_NAAMH,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,83,NY_GLHL,CORNUS AMOMUM,5,5,5,0,
23049,CORNUS AMOMUM,COAM2,58,NY_NAAMH,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,61,OH_APG,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,62,PA_AP,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,61,PA_APG,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,59,RI_NCZ,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,58,VT_NAAMH,CORNUS AMOMUM,4,4,4,0,
23049,CORNUS AMOMUM,COAM2,WI,WI,CORNUS AMOMUM,4,4,4,0,
23054,CORNUS CANADENSIS,COCA13,58,MA_NAAMH,CORNUS CANADENSIS,5,5,5,0,
23054,CORNUS CANADENSIS,COCA13,58,ME_NAAMH,CORNUS CANADENSIS,5,5,5,0,
23054,CORNUS CANADENSIS,COCA13,82,ME_NBPH,CORNUS CANADENSIS,5,5,5,0,
23054,CORNUS CANADENSIS,COCA13,MI,MI,CORNUS CANADENSIS,6,6,6,0,
23054,CORNUS CANADENSIS,COCA13,MN,MN,CORNUS CANADENSIS,6,6,6,0,
23054,CORNUS CANADENSIS,COCA13,58,NH_NAAMH,CORNUS CANADENSIS,5,5,5,0,
23054,CORNUS CANADENSIS,COCA13,58,NY_NAAMH,CORNUS CANADENSIS,5,5,5,0,
23054,CORNUS CANADENSIS,COCA13,62,PA_AP,CORNUS CANADENSIS,9,9,9,0,
23054,CORNUS CANADENSIS,COCA13,83,VT_GLHL,CORNUS CANADENSIS,6,6,6,0,
23054,CORNUS CANADENSIS,COCA13,58,VT_NAAMH,CORNUS CANADENSIS,5,5,5,0,
23054,CORNUS CANADENSIS,COCA13,WI,WI,CORNUS CANADENSIS,7,7,7,0,
23061,CORNUS FOEMINA,COFO,MI,MI,CORNUS FOEMINA,1,1,1,0,
23072,CORNUS OBLIQUA,COOB9,IN,IN,CORNUS OBLIQUA,5,5,5,0,
23072,CORNUS OBLIQUA,COOB9,58,NH_NAAMH,CORNUS OBLIQUA,4,4,4,0,
23079,CORNUS RACEMOSA,CORA6,IN,IN,CORNUS RACEMOSA,2,2,2,0,
23079,CORNUS RACEMOSA,CORA6,59,MA_NCZ,CORNUS RACEMOSA,3,3,3,0,
23079,CORNUS RACEMOSA,CORA6,82,ME_NBPH,CORNUS RACEMOSA,4,4,4,0,
23079,CORNUS RACEMOSA,CORA6,MN,MN,CORNUS RACEMOSA,2,2,2,0,
23079,CORNUS RACEMOSA,CORA6,58,NH_NAAMH,CORNUS RACEMOSA,3,3,3,0,
23079,CORNUS RACEMOSA,CORA6,83,NY_GLHL,CORNUS RACEMOSA,2,2,2,0,
23079,CORNUS RACEMOSA,CORA6,61,PA_APG,CORNUS RACEMOSA,5,5,5,0,
23079,CORNUS RACEMOSA,CORA6,83,VT_GLHL,CORNUS RACEMOSA,2,2,2,0,
23079,CORNUS RACEMOSA,CORA6,58,VT_NAAMH,CORNUS RACEMOSA,3,3,3,0,
23079,CORNUS RACEMOSA,CORA6,WI,WI,CORNUS RACEMOSA,2,2,2,0,
23080,CORNUS RUGOSA,CORU,59,MA_NCZ,CORNUS RUGOSA,6,6,6,0,
23080,CORNUS RUGOSA,CORU,58,NH_NAAMH,CORNUS RUGOSA,6,6,6,0,
23080,CORNUS RUGOSA,CORU,58,VT_NAAMH,CORNUS RUGOSA,6,6,6,0,
23080,CORNUS RUGOSA,CORU,WI,WI,CORNUS RUGOSA,7,7,7,0,
23084,CORNUS SERICEA,COSE16,IN,IN,,NA,4,4,NA,
23084,CORNUS SERICEA,COSE16,82,ME_NBPH,CORNUS SERICEA,3,3,3,0,
23084,CORNUS SERICEA,COSE16,MI,MI,,NA,3,3,NA,
23084,CORNUS SERICEA,COSE16,MN,MN,,NA,3,3,NA,
23084,CORNUS SERICEA,COSE16,58,NH_NAAMH,CORNUS SERICEA,4,4,4,0,
23084,CORNUS SERICEA,COSE16,59,NH_NCZ,CORNUS SERICEA,5,5,5,0,
23084,CORNUS SERICEA,COSE16,83,NY_GLHL,CORNUS SERICEA,5,5,5,0,
23084,CORNUS SERICEA,COSE16,62,PA_AP,CORNUS SERICEA,4,4,4,0,
23084,CORNUS SERICEA,COSE16,60,PA_APG,CORNUS SERICEA,4,4,4,0,
23084,CORNUS SERICEA,COSE16,61,PA_APG,CORNUS SERICEA,4,4,4,0,
23084,CORNUS SERICEA,COSE16,83,VT_GLHL,CORNUS SERICEA,5,5,5,0,
23084,CORNUS SERICEA,COSE16,58,VT_NAAMH,CORNUS SERICEA,4,4,4,0,
23084,CORNUS SERICEA,COSE16,WI,WI,CORNUS SERICEA,3,3,3,0,
23086,CORNUS SERICEA SSP. SERICEA,COSES,IN,IN,,NA,4,4,NA,
23086,CORNUS SERICEA SSP. SERICEA,COSES,82,ME_NBPH,,NA,3,3,NA,
23086,CORNUS SERICEA SSP. SERICEA,COSES,MI,MI,,NA,2,2,NA,
23086,CORNUS SERICEA SSP. SERICEA,COSES,MN,MN,,NA,3,3,NA,
23086,CORNUS SERICEA SSP. SERICEA,COSES,83,NY_GLHL,,NA,4,5,NA,Updated to ssp. Cval/CoC Ref
23086,CORNUS SERICEA SSP. SERICEA,COSES,58,NY_NAAMH,,NA,4,4,NA,
23086,CORNUS SERICEA SSP. SERICEA,COSES,59,RI_NCZ,,NA,5,5,NA,
23086,CORNUS SERICEA SSP. SERICEA,COSES,58,VT_NAAMH,,NA,4,4,NA,
23086,CORNUS SERICEA SSP. SERICEA,COSES,WI,WI,CORNUS STOLONIFERA,3,3,3,0,
23201,CORYLUS,CORYL,WI,WI,,NA,5,5,NA,
23202,CORYLUS AMERICANA,COAM3,59,MA_NCZ,CORYLUS AMERICANA,5,5,5,0,
23202,CORYLUS AMERICANA,COAM3,MI,MI,CORYLUS AMERICANA,5,5,5,0,
23202,CORYLUS AMERICANA,COAM3,MN,MN,CORYLUS AMERICANA,3,3,3,0,
23202,CORYLUS AMERICANA,COAM3,58,NH_NAAMH,CORYLUS AMERICANA,5,5,5,0,
23202,CORYLUS AMERICANA,COAM3,59,RI_NCZ,CORYLUS AMERICANA,5,5,5,0,
23202,CORYLUS AMERICANA,COAM3,WI,WI,CORYLUS AMERICANA,5,5,5,0,
23210,CORYLUS CORNUTA,COCO6,59,CT_NCZ,CORYLUS CORNUTA,5,5,5,0,
23210,CORYLUS CORNUTA,COCO6,59,MA_NCZ,CORYLUS CORNUTA,5,5,5,0,
23210,CORYLUS CORNUTA,COCO6,58,ME_NAAMH,CORYLUS CORNUTA,4,4,4,0,
23210,CORYLUS CORNUTA,COCO6,82,ME_NBPH,CORYLUS CORNUTA,4,4,4,0,
23210,CORYLUS CORNUTA,COCO6,59,ME_NCZ,CORYLUS CORNUTA,5,5,5,0,
23210,CORYLUS CORNUTA,COCO6,MI,MI,CORYLUS CORNUTA,5,5,5,0,
23210,CORYLUS CORNUTA,COCO6,MN,MN,,NA,5,5,NA,
23210,CORYLUS CORNUTA,COCO6,58,NH_NAAMH,CORYLUS CORNUTA,4,4,4,0,
23210,CORYLUS CORNUTA,COCO6,59,RI_NCZ,CORYLUS CORNUTA,5,5,5,0,
23210,CORYLUS CORNUTA,COCO6,58,VT_NAAMH,CORYLUS CORNUTA,4,4,4,0,
23210,CORYLUS CORNUTA,COCO6,WI,WI,CORYLUS CORNUTA,5,5,5,0,
23213,CORYLUS CORNUTA VAR. CORNUTA,COCOC2,MN,MN,,NA,5,5,NA,
23213,CORYLUS CORNUTA VAR. CORNUTA,COCOC2,58,VT_NAAMH,,NA,4,4,NA,
23369,COTONEASTER DIVARICATUS,CODI19,58,NJ,,NA,0,0,NA,
23563,CRATAEGUS,CRATA,IN,IN,,NA,3,3,NA,
23563,CRATAEGUS,CRATA,59,MA_NCZ,,NA,3,3,NA,
23563,CRATAEGUS,CRATA,MI,MI,,NA,4,4,NA,
23563,CRATAEGUS,CRATA,MN,MN,,NA,4,4,NA,
23563,CRATAEGUS,CRATA,83,NY_GLHL,,NA,4,4,NA,
23563,CRATAEGUS,CRATA,60,PA_APG,,NA,3,3,NA,
23563,CRATAEGUS,CRATA,61,PA_APG,,NA,3,3,NA,
23563,CRATAEGUS,CRATA,58,VT_NAAMH,,NA,3,3,NA,
23563,CRATAEGUS,CRATA,WI,WI,,NA,4,4,NA,
23730,CRATAEGUS CRUS-GALLI,CRCR2,61,OH_APG,CRATAEGUS CRUS-GALLI,5,5,5,0,
23966,CRATAEGUS MOLLIS,CRMO2,IN,IN,CRATAEGUS MOLLIS,2,2,2,0,
24901,CRYPTOTAENIA CANADENSIS,CRCA9,IN,IN,CRYPTOTAENIA CANADENSIS,3,3,3,0,
24901,CRYPTOTAENIA CANADENSIS,CRCA9,MI,MI,CRYPTOTAENIA CANADENSIS,2,2,2,0,
24901,CRYPTOTAENIA CANADENSIS,CRCA9,MN,MN,CRYPTOTAENIA CANADENSIS,3,3,3,0,
24901,CRYPTOTAENIA CANADENSIS,CRCA9,58,NJ,CRYPTOTAENIA CANADENSIS,6,5,6,1,
24901,CRYPTOTAENIA CANADENSIS,CRCA9,WI,WI,CRYPTOTAENIA CANADENSIS,4,4,4,0,
25087,CUSCUTA,CUSCU,59,CT_NCZ,,NA,3,3,NA,
25087,CUSCUTA,CUSCU,MI,MI,,NA,3,3,NA,
25087,CUSCUTA,CUSCU,MN,MN,,NA,3,3,NA,
25087,CUSCUTA,CUSCU,61,OH_APG,,NA,3,3,NA,
25087,CUSCUTA,CUSCU,62,PA_AP,,NA,6,6,NA,
25132,CUSCUTA GRONOVII,CUGR,59,CT_NCZ,,NA,3,3,NA,
25132,CUSCUTA GRONOVII,CUGR,IN,IN,,NA,2,2,NA,
25132,CUSCUTA GRONOVII,CUGR,59,ME_NCZ,,NA,2,2,NA,
25132,CUSCUTA GRONOVII,CUGR,MN,MN,CUSCUTA GRONOVII,3,3,3,0,
25132,CUSCUTA GRONOVII,CUGR,59,RI_NCZ,,NA,3,3,NA,
25135,CUSCUTA GRONOVII VAR. GRONOVII,CUGRG,83,VT_GLHL,CUSCUTA GRONOVII VAR. GRONOVII,4,4,4,0,
25651,CYNANCHUM LOUISEAE,CYLO11,83,NY_GLHL,CYNANCHUM LOUISEAE,0,0,0,0,
90895,CYPERACEAE,CYPERA,IN,IN,,NA,Und,Und,NA,
90895,CYPERACEAE,CYPERA,MI,MI,,NA,Und,Und,NA,
25756,CYPERUS,CYPER,59,CT_NCZ,,NA,4,4,NA,
25756,CYPERUS,CYPER,83,PA_OTH,,NA,4,4,NA,
25756,CYPERUS,CYPER,WI,WI,,NA,4,4,NA,
25760,CYPERUS ACUMINATUS,CYAC2,MI,MI,CYPERUS ACUMINATUS,6,6,6,0,
25823,CYPERUS ESCULENTUS,CYES,MI,MI,CYPERUS ESCULENTUS,1,1,1,0,
25936,CYPERUS ODORATUS,CYOD,MI,MI,CYPERUS ODORATUS,3,3,3,0,
25936,CYPERUS ODORATUS,CYOD,MN,MN,CYPERUS ODORATUS,4,4,4,0,
26018,CYPERUS STRIGOSUS,CYST,83,NY_GLHL,CYPERUS STRIGOSUS,3,3,3,0,
26081,CYPRIPEDIUM,CYPRI,MN,MN,,NA,8,8,NA,
26081,CYPRIPEDIUM,CYPRI,WI,WI,,NA,8,8,NA,
26090,CYPRIPEDIUM ACAULE,CYAC3,59,MA_NCZ,CYPRIPEDIUM ACAULE,6,6,6,0,
26090,CYPRIPEDIUM ACAULE,CYAC3,MI,MI,CYPRIPEDIUM ACAULE,5,5,5,0,
26090,CYPRIPEDIUM ACAULE,CYAC3,MN,MN,CYPRIPEDIUM ACAULE,8,8,8,0,
26090,CYPRIPEDIUM ACAULE,CYAC3,WI,WI,CYPRIPEDIUM ACAULE,7,7,7,0,
26106,CYPRIPEDIUM PARVIFLORUM,CYPA19,WI,WI,CYPRIPEDIUM PARVIFLORUM,9,9,9,0,
26109,CYPRIPEDIUM PARVIFLORUM VAR. PUBESCENS,CYPAP3,MN,MN,,NA,8,8,NA,
26116,CYPRIPEDIUM REGINAE,CYRE6,MN,MN,CYPRIPEDIUM REGINAE,8,8,8,0,
26388,CYSTOPTERIS BULBIFERA,CYBU3,MI,MI,CYSTOPTERIS BULBIFERA,5,5,5,0,
26388,CYSTOPTERIS BULBIFERA,CYBU3,MN,MN,CYSTOPTERIS BULBIFERA,8,8,8,0,
26388,CYSTOPTERIS BULBIFERA,CYBU3,WI,WI,CYSTOPTERIS BULBIFERA,8,8,8,0,
26391,CYSTOPTERIS FRAGILIS,CYFR2,MI,MI,CYSTOPTERIS FRAGILIS,4,4,4,0,
26404,CYSTOPTERIS PROTRUSA,CYPR4,IN,IN,CYSTOPTERIS PROTRUSA,4,4,4,0,
26458,DACTYLIS GLOMERATA,DAGL,MI,MI,DACTYLIS GLOMERATA,0,0,0,0,
26458,DACTYLIS GLOMERATA,DAGL,58,VT_NAAMH,DACTYLIS GLOMERATA,0,0,0,0,
26668,DALIBARDA REPENS,DARE,58,ME_NAAMH,DALIBARDA REPENS,5,5,5,0,
26668,DALIBARDA REPENS,DARE,82,ME_NBPH,DALIBARDA REPENS,5,5,5,0,
26668,DALIBARDA REPENS,DARE,58,NH_NAAMH,DALIBARDA REPENS,5,5,5,0,
26668,DALIBARDA REPENS,DARE,58,NY_NAAMH,DALIBARDA REPENS,5,5,5,0,
26668,DALIBARDA REPENS,DARE,WI,WI,,NA,10,10,NA,
26685,DANTHONIA,DANTH,61,PA_APG,,NA,4,4,NA,
26695,DANTHONIA COMPRESSA,DACO,59,CT_NCZ,DANTHONIA COMPRESSA,5,5,5,0,
26712,DANTHONIA SPICATA,DASP2,MI,MI,DANTHONIA SPICATA,4,4,4,0,
26712,DANTHONIA SPICATA,DASP2,58,NH_NAAMH,DANTHONIA SPICATA,3,3,3,0,
26740,DASIPHORA FRUTICOSA,DAFR6,58,ME_NAAMH,DASIPHORA FRUTICOSA,6,6,6,0,
26740,DASIPHORA FRUTICOSA,DAFR6,MI,MI,,NA,8,8,NA,
26742,DASIPHORA FRUTICOSA SSP. FLORIBUNDA,DAFRF,83,VT_GLHL,,NA,4,8,NA,Updated to ssp. Cval/CoC Ref
26742,DASIPHORA FRUTICOSA SSP. FLORIBUNDA,DAFRF,58,VT_NAAMH,,NA,4,6,NA,Updated to ssp. Cval/CoC Ref
26814,DAUCUS CAROTA,DACA6,MI,MI,DAUCUS CAROTA,0,0,0,0,
26814,DAUCUS CAROTA,DACA6,83,NY_GLHL,DAUCUS CAROTA,0,0,0,0,
26829,DECODON VERTICILLATUS,DEVE,59,MA_NCZ,DECODON VERTICILLATUS,6,6,6,0,
26829,DECODON VERTICILLATUS,DEVE,MI,MI,DECODON VERTICILLATUS,7,7,7,0,
26829,DECODON VERTICILLATUS,DEVE,83,NY_GLHL,DECODON VERTICILLATUS,7,7,7,0,
26829,DECODON VERTICILLATUS,DEVE,61,OH_APG,DECODON VERTICILLATUS,8,8,8,0,
26829,DECODON VERTICILLATUS,DEVE,59,RI_NCZ,DECODON VERTICILLATUS,6,6,6,0,
27180,DENNSTAEDTIA,DENNS,61,PA_APG,,NA,2,2,NA,
27187,DENNSTAEDTIA PUNCTILOBULA,DEPU2,59,CT_NCZ,DENNSTAEDTIA PUNCTILOBULA,3,3,3,0,
27187,DENNSTAEDTIA PUNCTILOBULA,DEPU2,59,ME_NCZ,DENNSTAEDTIA PUNCTILOBULA,3,3,3,0,
27187,DENNSTAEDTIA PUNCTILOBULA,DEPU2,59,NH_NCZ,DENNSTAEDTIA PUNCTILOBULA,3,3,3,0,
27187,DENNSTAEDTIA PUNCTILOBULA,DEPU2,62,PA_AP,DENNSTAEDTIA PUNCTILOBULA,2,2,2,0,
27187,DENNSTAEDTIA PUNCTILOBULA,DEPU2,58,VT_NAAMH,DENNSTAEDTIA PUNCTILOBULA,3,3,3,0,
27224,DEPARIA ACROSTICHOIDES,DEAC4,MI,MI,DEPARIA ACROSTICHOIDES,6,6,6,0,
27480,DESMODIUM,DESMO,MI,MI,,NA,6,6,NA,
27532,DESMODIUM GLUTINOSUM,DEGL5,MN,MN,,NA,6,6,NA,
27532,DESMODIUM GLUTINOSUM,DEGL5,WI,WI,DESMODIUM GLUTINOSUM,6,6,6,0,
27563,DESMODIUM NUDIFLORUM,DENU4,MI,MI,,NA,7,7,NA,
27655,DIANTHUS ARMERIA,DIAR,MI,MI,DIANTHUS ARMERIA,0,0,0,0,
27745,DICHANTHELIUM,DICHA2,58,NH_NAAMH,,NA,5,5,NA,
27745,DICHANTHELIUM,DICHA2,61,PA_APG,,NA,5,5,NA,
27745,DICHANTHELIUM,DICHA2,59,RI_NCZ,,NA,5,5,NA,
27747,DICHANTHELIUM ACICULARE,DIAC,58,NJ,,NA,10,10,NA,
27748,DICHANTHELIUM ACUMINATUM,DIAC2,58,NH_NAAMH,DICHANTHELIUM ACUMINATUM,4,4,4,0,
27748,DICHANTHELIUM ACUMINATUM,DIAC2,59,RI_NCZ,DICHANTHELIUM ACUMINATUM,5,5,5,0,
27751,DICHANTHELIUM ACUMINATUM VAR. FASCICULATUM,DIACF,IN,IN,,NA,2,2,NA,
27751,DICHANTHELIUM ACUMINATUM VAR. FASCICULATUM,DIACF,59,MA_NCZ,,NA,3,5,NA,Updated to ssp. Cval/CoC Ref
27751,DICHANTHELIUM ACUMINATUM VAR. FASCICULATUM,DIACF,58,NH_NAAMH,,NA,3,4,NA,Updated to ssp. Cval/CoC Ref
27753,DICHANTHELIUM ACUMINATUM VAR. LINDHEIMERI,DIACL,58,VT_NAAMH,DICHANTHELIUM LINDHEIMERI,8,8,8,0,
27763,DICHANTHELIUM BOREALE,DIBO,MI,MI,,NA,7,7,NA,
27763,DICHANTHELIUM BOREALE,DIBO,WI,WI,DICHANTHELIUM BOREALE,5,5,5,0,
27767,DICHANTHELIUM CLANDESTINUM,DICL,59,CT_NCZ,DICHANTHELIUM CLANDESTINUM,3,3,3,0,
27767,DICHANTHELIUM CLANDESTINUM,DICL,IN,IN,DICHANTHELIUM CLANDESTINUM,3,3,3,0,
27767,DICHANTHELIUM CLANDESTINUM,DICL,59,MA_NCZ,DICHANTHELIUM CLANDESTINUM,3,3,3,0,
27767,DICHANTHELIUM CLANDESTINUM,DICL,MI,MI,,NA,3,3,NA,
27767,DICHANTHELIUM CLANDESTINUM,DICL,58,NH_NAAMH,DICHANTHELIUM CLANDESTINUM,3,3,3,0,
27767,DICHANTHELIUM CLANDESTINUM,DICL,58,NJ,DICHANTHELIUM CLANDESTINUM,3,2,3,1,
27767,DICHANTHELIUM CLANDESTINUM,DICL,61,OH_APG,DICHANTHELIUM CLANDESTINUM,2,2,2,0,
27767,DICHANTHELIUM CLANDESTINUM,DICL,62,PA_AP,DICHANTHELIUM CLANDESTINUM,2,2,2,0,
27767,DICHANTHELIUM CLANDESTINUM,DICL,61,PA_APG,DICHANTHELIUM CLANDESTINUM,2,2,2,0,
27767,DICHANTHELIUM CLANDESTINUM,DICL,59,RI_NCZ,DICHANTHELIUM CLANDESTINUM,3,3,3,0,
27778,DICHANTHELIUM DICHOTOMUM,DIDI6,59,CT_NCZ,DICHANTHELIUM DICHOTOMUM,5,5,5,0,
27778,DICHANTHELIUM DICHOTOMUM,DIDI6,61,OH_APG,DICHANTHELIUM DICHOTOMUM,6,4,6,2,
27805,DICHANTHELIUM LATIFOLIUM,DILA8,58,NH_NAAMH,DICHANTHELIUM LATIFOLIUM,5,5,5,0,
27806,DICHANTHELIUM LAXIFLORUM,DILA9,IN,IN,DICHANTHELIUM LAXIFLORUM,5,5,5,0,
28172,DIERVILLA LONICERA,DILO,58,ME_NAAMH,DIERVILLA LONICERA,5,5,5,0,
28172,DIERVILLA LONICERA,DILO,MI,MI,DIERVILLA LONICERA,4,4,4,0,
28172,DIERVILLA LONICERA,DILO,MN,MN,,NA,6,6,NA,
28172,DIERVILLA LONICERA,DILO,58,NH_NAAMH,DIERVILLA LONICERA,5,5,5,0,
28172,DIERVILLA LONICERA,DILO,WI,WI,DIERVILLA LONICERA,6,6,6,0,
28435,DIOSCOREA VILLOSA,DIVI4,59,CT_NCZ,DIOSCOREA VILLOSA,7,7,7,0,
28435,DIOSCOREA VILLOSA,DIVI4,58,NJ,DIOSCOREA VILLOSA,6,5,6,1,
28435,DIOSCOREA VILLOSA,DIVI4,61,PA_APG,DIOSCOREA VILLOSA,5,5,5,0,
28435,DIOSCOREA VILLOSA,DIVI4,59,RI_NCZ,DIOSCOREA VILLOSA,7,7,7,0,
28673,DIRCA PALUSTRIS,DIPA9,83,VT_GLHL,DIRCA PALUSTRIS,8,8,8,0,
28732,DISTICHLIS,DISTI,61,PA_APG,,NA,Und,Und,NA,
28970,DOELLINGERIA UMBELLATA,DOUM2,58,MA_NAAMH,DOELLINGERIA UMBELLATA,3,3,3,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,58,ME_NAAMH,DOELLINGERIA UMBELLATA,3,3,3,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,82,ME_NBPH,DOELLINGERIA UMBELLATA,3,3,3,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,59,ME_NCZ,DOELLINGERIA UMBELLATA,4,4,4,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,MI,MI,,NA,5,5,NA,
28970,DOELLINGERIA UMBELLATA,DOUM2,MN,MN,DOELLINGERIA UMBELLATA,5,5,5,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,58,NH_NAAMH,DOELLINGERIA UMBELLATA,3,3,3,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,83,NY_GLHL,DOELLINGERIA UMBELLATA,3,3,3,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,59,RI_NCZ,DOELLINGERIA UMBELLATA,4,4,4,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,58,VT_NAAMH,DOELLINGERIA UMBELLATA,3,3,3,0,
28970,DOELLINGERIA UMBELLATA,DOUM2,WI,WI,DOELLINGERIA UMBELLATA,6,6,6,0,
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,59,CT_NCZ,,NA,4,4,NA,
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,58,MA_NAAMH,,NA,3,3,NA,
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,82,ME_NBPH,,NA,2,2,NA,
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,MI,MI,,NA,5,5,NA,
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,MN,MN,,NA,6,5,NA,Updated to ssp. Cval/CoC Ref
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,83,NY_GLHL,,NA,3,3,NA,
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,58,NY_NAAMH,,NA,3,3,NA,
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,83,VT_GLHL,,NA,2,3,NA,Updated to ssp. Cval/CoC Ref
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,58,VT_NAAMH,,NA,2,3,NA,Updated to ssp. Cval/CoC Ref
28974,DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,WI,WI,ASTER UMBELLATUS,6,6,6,0,
29508,DROSERA INTERMEDIA,DRIN3,58,ME_NAAMH,DROSERA INTERMEDIA,6,6,6,0,
29508,DROSERA INTERMEDIA,DRIN3,82,ME_NBPH,DROSERA INTERMEDIA,5,5,5,0,
29508,DROSERA INTERMEDIA,DRIN3,WI,WI,DROSERA INTERMEDIA,8,8,8,0,
29510,DROSERA LINEARIS,DRLI,WI,WI,DROSERA LINEARIS,10,10,10,0,
29512,DROSERA ROTUNDIFOLIA,DRRO,58,ME_NAAMH,DROSERA ROTUNDIFOLIA,5,5,5,0,
29512,DROSERA ROTUNDIFOLIA,DRRO,82,ME_NBPH,DROSERA ROTUNDIFOLIA,4,4,4,0,
29512,DROSERA ROTUNDIFOLIA,DRRO,MI,MI,DROSERA ROTUNDIFOLIA,6,6,6,0,
29512,DROSERA ROTUNDIFOLIA,DRRO,MN,MN,,NA,7,8,NA,Updated to ssp. Cval/CoC Ref
29512,DROSERA ROTUNDIFOLIA,DRRO,58,NH_NAAMH,DROSERA ROTUNDIFOLIA,5,5,5,0,
29512,DROSERA ROTUNDIFOLIA,DRRO,58,NY_NAAMH,DROSERA ROTUNDIFOLIA,5,5,5,0,
29512,DROSERA ROTUNDIFOLIA,DRRO,62,PA_AP,DROSERA ROTUNDIFOLIA,10,10,10,0,
29512,DROSERA ROTUNDIFOLIA,DRRO,58,VT_NAAMH,DROSERA ROTUNDIFOLIA,5,5,5,0,
29512,DROSERA ROTUNDIFOLIA,DRRO,WI,WI,DROSERA ROTUNDIFOLIA,7,7,7,0,
29515,DROSERA ROTUNDIFOLIA VAR. ROTUNDIFOLIA,DRROR,MN,MN,,NA,8,8,NA,
29585,DRYOPTERIS,DRYOP,MI,MI,,NA,9,9,NA,
29585,DRYOPTERIS,DRYOP,58,NH_NAAMH,,NA,6,6,NA,
29585,DRYOPTERIS,DRYOP,61,PA_APG,,NA,8,8,NA,
29617,DRYOPTERIS CAMPYLOPTERA,DRCA3,58,ME_NAAMH,DRYOPTERIS CAMPYLOPTERA,6,6,6,0,
29617,DRYOPTERIS CAMPYLOPTERA,DRCA3,82,ME_NBPH,DRYOPTERIS CAMPYLOPTERA,6,6,6,0,
29617,DRYOPTERIS CAMPYLOPTERA,DRCA3,58,NH_NAAMH,DRYOPTERIS CAMPYLOPTERA,6,6,6,0,
29617,DRYOPTERIS CAMPYLOPTERA,DRCA3,58,VT_NAAMH,DRYOPTERIS CAMPYLOPTERA,6,6,6,0,
29618,DRYOPTERIS CARTHUSIANA,DRCA11,59,CT_NCZ,DRYOPTERIS CARTHUSIANA,5,5,5,0,
29618,DRYOPTERIS CARTHUSIANA,DRCA11,IN,IN,DRYOPTERIS CARTHUSIANA,6,6,6,0,
29618,DRYOPTERIS CARTHUSIANA,DRCA11,59,MA_NCZ,DRYOPTERIS CARTHUSIANA,5,5,5,0,
29618,DRYOPTERIS CARTHUSIANA,DRCA11,82,ME_NBPH,DRYOPTERIS CARTHUSIANA,4,4,4,0,
29618,DRYOPTERIS CARTHUSIANA,DRCA11,59,ME_NCZ,DRYOPTERIS CARTHUSIANA,5,5,5,0,
29618,DRYOPTERIS CARTHUSIANA,DRCA11,MI,MI,DRYOPTERIS CARTHUSIANA,5,5,5,0,
